DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20241031,66,97,757,12,277,23.510288814671874,26.94485696559061,226.54485421973752
20241031,11,97,301,14,558,47.88470325704287,45.282119319762685,464.83317742319446
20241031,156,97,916,7,759,22.90595634134612,96.93884811565218,639.1551955430017
20241031,632,97,962,18,264,14.173958151187522,22.355068488725305,227.47097336008716
20241031,226,97,582,12,142,6.361012293201926,12.110790291998581,123.5281974147995
20241031,667,97,335,8,173,25.607450442456518,17.38332522206612,130.00922433547737
20241031,579,97,61,20,463,62.721478571613765,65.76974541580574,334.5087760125805
20241031,926,97,199,18,248,33.36316264192798,32.82155361978568,181.81528373828633
20241031,101,97,759,18,832,93.35058115187394,53.6723491827208,684.9770696654052
20241031,442,97,664,19,570,72.53049849256591,83.74507028030898,413.72443122712514
20241031,917,97,602,13,885,120.14507852531865,66.71222104064401,698.1427004340374
20241031,241,97,937,8,681,39.37864879793027,75.34781310767968,566.27353809439
20241031,399,97,509,2,965,81.44046159399107,125.44526586408324,758.1142725419256
20241031,793,97,795,20,315,26.252327271011694,36.6828447968347,252.0648279321536
20241031,12,97,518,6,887,30.680852390884265,70.6680969420964,785.6510506670194
20241031,521,97,500,4,648,50.90526907151437,79.75027228328929,517.3444586451964
20241031,693,97,821,13,489,27.293289336378784,31.983872707897916,429.7228379557233
20241031,531,97,733,2,269,30.97880724443486,25.91695915694189,212.10423359862324
20241031,528,97,743,4,968,123.67246177158061,126.27229813023523,718.0552400981842
20241031,948,97,641,7,909,125.1597490888354,119.4597446229397,664.380506288225
20241031,997,97,483,16,329,12.995923061308135,33.97527958620669,282.0287973524852
20241031,594,97,683,7,967,52.97543191421233,129.25091065119665,784.7736574345911
20241031,27,97,178,19,836,54.7395814074127,65.08331021250629,716.177108380081
20241031,114,97,754,10,951,130.7897782732934,81.34828638468537,738.8619353420213
20241031,4,97,701,8,558,74.76414799813716,30.33686031428213,452.8989916875807
20241031,975,97,500,11,347,16.941154427165134,49.54257516760156,280.5162704052333
20241031,959,97,31,16,524,38.469384273190016,52.40254267173035,433.12807305507965
20241031,69,97,487,1,425,37.41938836475587,47.22526586645602,340.3553457687881
20241031,520,97,974,17,998,58.29512409344023,138.52519865175088,801.1796772548089
20241031,759,97,16,9,899,99.76592465289684,84.46425969777796,714.7698156493252
20241031,728,97,204,14,903,120.06186430892058,48.92863773658102,734.0094979544984
20241031,775,97,520,19,356,52.382164047110074,43.72220287216537,259.89563308072456
20241031,500,97,946,14,664,64.99805565278466,45.4189064795464,553.583037867669
20241031,456,97,855,14,431,35.55033716934541,45.25848866754521,350.1911741631094
20241031,511,97,931,11,752,27.79658417055026,111.40677397290264,612.7966418565471
20241031,903,97,130,2,176,4.076041483436716,23.490425449943267,148.43353306662002
20241031,579,97,923,9,965,77.59886774187552,123.62386231577065,763.7772699423538
