DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20241031,119,29,723,16,604,60.75739037884282,40.061618905113924,503.18099071604325
20241031,635,29,823,8,163,4.4600231277431455,12.017424803775976,146.52255206848088
20241031,614,29,245,15,879,119.78110158411754,108.40515121809302,650.8137471977894
20241031,855,29,692,12,293,21.538236581243552,30.91376098109314,240.5480024376633
20241031,392,29,806,14,664,36.23820182336314,62.142642379092365,565.6191557975445
20241031,274,29,562,15,652,29.73838614042784,56.56539442385473,565.6962194357175
20241031,268,29,116,14,648,40.98030501576895,51.74814265315136,555.2715523310796
20241031,798,29,520,10,740,53.81961442064879,81.2897666374053,604.890618941946
20241031,160,29,184,7,624,26.953200048965886,37.3322463293477,559.7145536216864
20241031,135,29,162,7,403,14.111040343533276,46.980412267410884,341.90854738905585
20241031,409,29,999,17,161,8.902607630212263,8.491759621541874,143.60563274824585
20241031,320,29,82,12,869,39.36913236593832,53.80253265913217,775.8283349749295
20241031,612,29,230,9,476,15.00359112247176,40.693863240906595,420.30254563662163
20241031,574,29,364,6,306,42.584151190757396,33.56586011303406,229.84998869620853
20241031,714,29,703,16,111,6.718742154055878,7.343749741486643,96.93750810445748
20241031,86,29,205,8,254,14.184023682588824,31.434532061158247,208.38144425625293
20241031,12,29,673,6,287,23.822304467559942,21.140158508049765,242.0375370243903
20241031,57,29,535,1,285,20.896378576344922,21.584527197544688,242.51909422611038
20241031,705,29,686,4,975,73.19060845027768,97.49613592552252,804.3132556241998
20241031,80,29,613,14,120,5.337958343399245,6.971277896631808,107.69076375996895
20241031,749,29,295,7,651,30.675135675297124,54.61770037545108,565.7071639492518
20241031,16,29,882,12,306,10.087839926864245,26.001779877290303,269.91038019584545
20241031,18,29,500,10,560,35.584354314566625,48.685655219191084,475.72999046624227
20241031,9,29,896,13,926,19.54356723789798,56.24394982092801,850.212482941174
20241031,475,29,187,14,603,72.39708922367063,37.98707626252194,492.61583451380744
20241031,809,29,2,8,121,3.4957829879840316,9.236096615041575,108.2681203969744
20241031,506,29,936,3,118,15.425231170572841,13.43740224570393,89.13736658372324
20241031,608,29,681,8,280,40.861496142925795,23.947933677531434,215.19057017954276
20241031,824,29,716,17,645,83.78417669914059,65.73820508552483,495.4776182153346
20241031,877,29,4,6,671,57.821008192230636,96.88025795524949,516.29873385252
20241031,687,29,238,10,524,20.666080188497805,35.547558621547395,467.7863611899548
20241031,676,29,608,14,631,76.37099058176942,67.07788062822812,487.55112879000245
20241031,72,29,915,1,839,91.57880944267767,73.82645998047579,673.5947305768466
20241031,836,29,583,2,638,91.9894818733435,83.1347617428532,462.8757563838033
20241031,834,29,541,14,394,21.34154667425366,53.116756098999915,319.5416972267464
20241031,306,29,502,16,580,37.882601834291236,35.019534760335866,507.0978634053729
20241031,504,29,3,4,312,18.14047544177863,31.251356949762922,262.6081676084584
20241031,434,29,123,12,530,61.020483457504696,28.341018104058033,440.6384984384373
20241031,230,29,623,2,555,58.076701522334695,38.47979900150452,458.4434994761608
20241031,306,29,573,3,595,12.83556182930082,79.60603124906872,502.5584069216305
20241031,538,29,726,8,545,47.14893251053198,53.68172019547745,444.16934729399054
20241031,815,29,136,12,790,89.55637565035532,73.12857882662892,627.3150455230158
20241031,570,29,767,19,317,24.660246603233116,32.925645046277715,259.4141083504892
20241031,171,29,900,8,882,110.16616652912208,122.57707863407154,649.2567548368064
20241031,710,29,66,9,548,15.19213619320054,54.87948166129759,477.92838214550187
20241031,156,29,122,13,447,62.84796147206129,45.290795762471525,338.8612427654672
20241031,382,29,393,14,616,28.98721482514411,51.461723521649155,535.5510616532067
20241031,405,29,931,4,936,36.042410512574456,91.0435049958939,808.9140844915316
20241031,516,29,992,19,368,39.19349108188152,27.909444370606607,300.8970645475119
20241031,183,29,90,11,792,107.33200887718635,83.92304796371924,600.7449431590944
20241031,307,29,433,18,303,12.249764817056903,42.71183136203106,248.03840382091204
20241031,502,29,740,13,509,72.89300897065284,39.206337805379,396.90065322396816
20241031,216,29,449,11,556,37.19367651804726,65.31244139464513,453.4938820873076
20241031,802,29,351,14,970,74.50976482512898,52.71541109710045,842.7748240777705
20241031,234,29,172,12,303,42.07082614044273,29.40590998728221,231.52326387227504
20241031,364,29,709,17,356,40.81474151974093,47.14891529774287,268.0363431825162
20241031,866,29,10,3,159,16.457139486837814,19.81514589360794,122.72771461955425
20241031,921,29,755,20,730,23.826488858300312,69.85431267046518,636.3191984712345
20241031,813,29,846,10,243,25.874982783624077,17.512784764181596,199.61223245219432
20241031,29,29,945,5,694,71.27904812310722,77.69234540756776,545.028606469325
20241031,503,29,163,2,107,12.87732200487733,7.990673037252261,86.13200495787041
20241031,631,29,733,2,910,130.94889240320148,136.43548849728336,642.6156190995151
20241031,774,29,496,9,949,86.83950413755696,72.77575984969451,789.3847360127486
20241031,71,29,639,4,990,115.60949905765277,65.84382341376964,808.5466775285776
20241031,158,29,461,13,623,70.66128414574035,87.82022287826886,464.5184929759908
20241031,194,29,755,17,622,88.11365685944668,45.109642057048454,488.77670108350486
20241031,38,29,68,11,629,54.40157666148288,44.48930293305933,530.1091204054578
20241031,676,29,249,5,318,21.36712294151966,40.057731506945956,256.5751455515344
20241031,212,29,472,4,738,83.90175215231254,58.252088022677015,595.8461598250104
20241031,918,29,261,11,136,10.82305259811302,10.56963007921189,114.60731732267509
20241031,893,29,57,5,857,62.71889351252946,62.8283072438253,731.4527992436452
20241031,48,29,657,3,871,109.08428366095082,84.06815056534619,677.847565773703
20241031,236,29,644,6,553,39.634187176817136,74.70070979989465,438.6651030232882
20241031,695,29,71,7,640,48.33568976451733,91.04020443919569,500.624105796287
20241031,746,29,928,2,878,45.98848329285805,101.53140239162416,730.4801143155178
20241031,557,29,817,14,257,10.625035718118635,19.853304529573553,226.5216597523078
20241031,551,29,603,8,667,85.53540990478284,37.053919950366236,544.4106701448509
20241031,475,29,557,3,722,61.05415918548997,41.50828303501094,619.4375577794991
20241031,382,29,903,1,664,48.95324561665974,54.44680407305381,560.5999503102864
20241031,953,29,385,9,128,16.112157490717667,14.71084384359594,97.1769986656864
20241031,675,29,159,4,632,90.87347835211101,42.03784058954977,499.0886810583392
20241031,10,29,255,4,483,65.61018583667607,33.95276540378399,383.43704875953995
20241031,108,29,275,1,727,54.92924223351461,40.15504076520719,631.9157170012782
20241031,714,29,914,2,256,20.554047783994967,14.31764341302878,221.12830880297625
20241031,489,29,598,2,839,27.56099084555654,95.78801644848599,715.6509927059575
20241031,964,29,203,6,743,92.65940698124301,107.02053450382705,543.32005851493
