DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20241031,730,30,721,17,521,74.55815386150655,73.58399317032853,372.85785296816493
20241031,140,30,978,16,101,7.083644557950282,5.600934727273367,88.31542071477635
20241031,610,30,554,11,698,63.33289261226987,81.05790973035444,553.6091976573757
20241031,190,30,265,3,307,21.46262620019799,24.773835948478308,260.7635378513237
20241031,313,30,421,16,647,73.78240810656119,69.33344787469618,503.88414401874263
20241031,881,30,30,1,512,46.33347826308856,48.84695156696891,416.8195701699425
20241031,357,30,749,7,267,21.40935921859934,25.406418661315232,220.18422212008542
20241031,722,30,521,17,603,32.648727080069754,87.98485776570931,482.36641515422093
20241031,707,30,4,8,725,15.543952748023965,65.59117435921273,643.8648728927633
20241031,815,30,720,10,177,19.73752999804916,21.568972355383725,135.69349764656712
20241031,895,30,527,2,512,11.837090978926692,33.42010010818506,466.7428089128882
20241031,154,30,569,15,949,48.21981102225012,86.3359665073453,814.4442224704046
20241031,605,30,800,13,205,12.240070223186907,29.85807492690322,162.90185484990988
20241031,689,30,143,7,672,71.97589411772249,48.53291427794371,551.4911916043338
20241031,793,30,85,5,549,29.754074076262135,81.76151301009232,437.48441291364554
20241031,224,30,607,3,914,133.6245771724057,92.48885334907057,687.8865694785237
20241031,233,30,869,6,293,6.508068808752967,41.80556258729256,244.68636860395446
20241031,688,30,244,9,738,37.51232916274626,103.90491071465621,596.5827601225975
20241031,948,30,37,6,447,33.94592738846563,48.52980545244605,364.5242671590883
20241031,688,30,432,16,252,28.175570127623825,24.835784411282003,198.98864546109417
20241031,686,30,987,2,715,88.07588873773592,49.511144999936455,577.4129662623276
20241031,362,30,187,9,948,35.96310720320791,48.538216052312166,863.4986767444799
20241031,15,30,299,5,442,35.77743919212409,23.10508786484537,383.1174729430305
20241031,566,30,221,20,711,87.7918119791384,89.89783087401149,533.31035714685
20241031,659,30,323,1,649,16.342107816957768,61.547002864677076,571.1108893183651
20241031,490,30,181,11,276,8.095016424587667,34.33647225602422,233.5685113193881
20241031,124,30,653,7,515,25.715765125347595,76.27116571756865,413.01306915708375
20241031,927,30,365,19,596,24.460840648284172,67.45538148306056,504.08377786865526
20241031,750,30,989,15,579,60.91024370044783,83.85524335796629,434.2345129415859
20241031,494,30,206,12,381,49.0714143768892,30.93488024978696,300.99370537332385
20241031,997,30,312,15,647,16.24428458334003,40.937842771579774,589.8178726450802
20241031,257,30,615,13,591,34.52972499818065,36.080371112480854,520.3899038893385
20241031,28,30,814,6,925,80.39790894826483,56.16666745071348,788.4354236010217
20241031,773,30,538,12,313,37.044599651510154,20.25745047638834,255.6979498721015
20241031,575,30,188,13,263,10.500932340733078,14.082373014221712,238.4166946450452
20241031,492,30,658,1,812,72.72688694339415,112.38387772217806,626.8892353344278
20241031,207,30,510,17,193,18.00598829290312,18.998444083995714,155.99556762310118
20241031,350,30,146,13,652,92.60290357576118,57.92364462193866,501.47345180230013
20241031,713,30,816,1,697,77.15092231761194,62.795234927032894,557.0538427553552
20241031,591,30,632,17,117,5.148261103910152,7.4295996840668925,104.42213921202296
20241031,68,30,415,18,960,90.68940332043101,55.97415888185425,813.3364377977148
20241031,289,30,817,18,213,29.557279039258816,13.249676468937091,170.1930444918041
20241031,722,30,563,11,108,12.678926597674197,12.344024913903135,82.97704848842267
20241031,938,30,610,6,859,44.815440894549326,78.21020725685977,735.9743518485909
20241031,52,30,393,5,792,34.01076737244899,54.45090632559075,703.5383263019603
20241031,268,30,348,9,545,56.960249496311036,48.708448079968136,439.33130242372084
20241031,289,30,185,15,672,21.151938730915717,56.02766147179267,594.8203997972917
20241031,185,30,881,6,855,86.40741485064207,45.88144362108854,722.7111415282694
20241031,133,30,987,16,833,87.3572485106043,94.1959834655017,651.446768023894
20241031,82,30,879,5,806,103.17732119812533,70.51023205551598,632.3124467463587
20241031,559,30,267,7,328,21.546999895692277,45.34969202332903,261.1033080809787
20241031,834,30,700,16,742,55.148113334402076,71.5117817227662,615.3401049428317
20241031,402,30,438,7,709,41.14638031883963,40.966716971988475,626.8869027091719
20241031,962,30,475,5,165,15.546577610277346,8.383379124000628,141.07004326572203
20241031,535,30,599,15,110,2.490746574124958,16.262967216391754,91.24628620948329
20241031,828,30,373,13,694,25.33168968997019,79.65381947720867,589.0144908328211
20241031,443,30,792,5,677,42.98630131717038,39.63215604612697,594.3815426367026
20241031,612,30,684,9,313,25.210819074738076,29.252070277461378,258.53711064780055
20241031,598,30,115,1,863,122.0085440909707,64.23643964031046,676.7550162687188
20241031,157,30,127,15,985,119.78026844694955,122.93641940849007,742.2833121445603
20241031,903,30,747,10,626,85.73125489311683,70.22834923466287,470.0403958722203
20241031,381,30,606,17,163,21.806670622323946,22.192402595006932,119.00092678266913
20241031,323,30,356,11,641,82.25841878471346,64.3481019630538,494.39347925223274
20241031,231,30,113,15,412,56.836402629816774,45.741238397614694,309.42235897256853
20241031,518,30,520,10,740,73.59578695269046,64.53744524298807,601.8667678043214
20241031,147,30,898,4,714,30.237296920731612,99.94875424887927,583.8139488303891
20241031,481,30,737,20,167,19.17799551275692,11.1911864183437,136.63081806889937
20241031,463,30,268,11,520,60.042924922913066,41.338019516319925,418.61905556076704
20241031,423,30,359,4,150,14.57745641598358,13.262462100615789,122.16008148340063
20241031,810,30,202,8,791,80.42240736990598,80.87731837412791,629.7002742559662
20241031,807,30,188,2,941,45.738287595436354,130.55461013057706,764.7071022739866
20241031,488,30,499,7,108,4.669984114306441,8.966213898640971,94.36380198705258
20241031,185,30,815,13,514,14.81606995796419,39.336873020395664,459.8470570216401
20241031,787,30,755,12,211,12.300057728271172,12.145715062585294,186.55422720914353
20241031,456,30,721,6,983,71.56015968447058,68.30738844351022,843.1324518720191
20241031,976,30,556,16,583,84.92438532586543,30.120444427345383,467.9551702467892
20241031,989,30,442,20,374,55.133305407174106,55.23385915778322,263.6328354350427
20241031,681,30,982,12,435,52.81323795252107,55.78121254368799,326.40554950379095
20241031,115,30,574,7,774,88.79157357421562,62.36853307022866,622.8398933555557
20241031,828,30,104,20,790,31.25302578341528,61.164236782392834,697.5827374341919
20241031,543,30,679,17,737,29.992835070659677,81.04741602232293,625.9597489070173
20241031,51,30,487,8,460,54.214657755368755,51.23479502702089,354.55054721761036
20241031,754,30,532,8,700,25.16466493105756,87.5209236334163,587.3144114355262
20241031,311,30,134,5,328,9.438294417932651,19.17344933984646,299.3882562422209
20241031,796,30,832,14,743,76.31148950711551,60.37869977793406,606.3098107149505
20241031,884,30,413,17,256,26.55695150249742,14.101924143198557,215.34112435430401
20241031,393,30,531,14,764,90.02299871958209,78.75707396309889,595.219927317319
20241031,15,30,213,5,149,6.664421166124679,11.294265548487033,131.0413132853883
20241031,634,30,954,1,545,48.03783725177878,76.55210433816477,420.4100584100564
20241031,189,30,737,10,237,8.113211197045326,13.135695924427482,215.7510928785272
20241031,116,30,312,6,146,17.93759501740687,11.431323388448972,116.63108159414415
20241031,122,30,389,6,918,44.71969255846361,125.1491260723251,748.1311813692113
20241031,866,30,29,17,892,126.48205138545794,97.81821606906388,667.6997325454781
20241031,795,30,945,9,933,121.89396987386294,95.76844655256953,715.3375835735676
20241031,22,30,959,11,110,7.845609103149449,9.727639622597506,92.42675127425305
20241031,577,30,676,5,772,40.3723352983439,48.58489894307727,683.0427657585789
20241031,385,30,550,18,481,14.933753499428029,63.29168836708183,402.77455813349013
20241031,40,30,685,17,662,51.073672715337445,68.85533231650481,542.0709949681577
20241031,340,30,883,19,954,61.61579377901066,69.21858842056878,823.1656178004206
20241031,601,30,573,14,838,78.07959478902202,78.49665275071719,681.4237524602609
20241031,754,30,719,8,816,29.00550150448468,117.3419261372808,669.6525723582345
20241031,135,30,381,13,405,32.61677818524124,27.105557195740932,345.27766461901786
20241031,629,30,332,13,718,41.39108496031893,57.1020177892545,619.5068972504266
20241031,861,30,522,14,288,8.145410852613187,36.13281264941368,243.72177649797314
20241031,137,30,325,18,293,26.965452475877083,42.64966097633332,223.3848865477896
20241031,71,30,374,7,443,18.817222844663775,31.131079913997315,393.0516972413389
20241031,790,30,646,16,678,84.69467339805192,43.44893151044218,549.8563950915059
20241031,814,30,409,9,875,88.0330407421872,68.26916165584127,718.6977976019715
20241031,794,30,586,16,784,51.81224219999435,89.70953246206767,642.4782253379379
20241031,384,30,422,5,724,23.109955916583264,75.45159496659078,625.438449116826
20241031,624,30,517,7,387,29.57388929624714,24.20732319328242,333.21878751047046
20241031,257,30,757,4,179,8.543965333240951,14.064747054567881,156.39128761219118
20241031,997,30,530,7,245,19.360213946136838,19.08648499943419,206.55330105442897
20241031,436,30,105,14,865,113.26322622234925,92.69650520355438,659.0402685740964
20241031,780,30,951,20,222,8.2159954405169,18.60938421923622,195.1746203402469
20241031,470,30,59,18,716,35.846366960142426,39.63517641621886,640.5184566236387
20241031,168,30,249,4,729,48.84495775440016,65.16811355546825,614.9869286901315
20241031,764,30,959,2,317,13.86095378515542,29.079895490885548,274.059150723959
20241031,220,30,664,1,200,11.21718401288064,13.232365484855174,175.5504505022642
20241031,608,30,617,19,211,4.222564625948874,23.753058204402805,183.02437716964832
20241031,829,30,239,20,987,87.88676804544431,113.90063786764146,785.2125940869142
20241031,512,30,46,13,146,20.40108397510123,9.080801437303256,116.5181145875955
20241031,316,30,91,2,249,35.75379130052246,34.4847283520992,178.76148034737835
20241031,148,30,631,7,991,64.84036081434328,77.78176251712648,848.3778766685302
20241031,779,30,327,2,969,49.00889929774717,92.20241263470292,827.7886880675499
20241031,429,30,391,18,726,95.41157726964471,84.19742274354415,546.3909999868112
20241031,307,30,702,12,207,11.648311005527926,20.207142630339806,175.14454636413228
20241031,879,30,706,2,901,73.33627060777889,110.60378244852325,717.0599469436979
20241031,634,30,809,8,846,83.67277059849695,71.70528013291492,690.6219492685882
20241031,7,30,481,16,599,37.067864081458424,64.05425917096608,497.8778767475755
20241031,963,30,418,10,642,92.23080410862822,69.4823762421363,480.2868196492355
20241031,635,30,900,12,889,116.3773415758051,126.9470206976969,645.675637726498
20241031,612,30,246,1,347,24.921801111908337,41.78283986898583,280.29535901910583
20241031,89,30,259,4,929,59.78443144024457,120.9042602335556,748.3113083261999
20241031,88,30,784,18,891,19.459823630601385,66.04585566386199,805.4943207055367
20241031,687,30,453,19,264,26.849462781507615,36.50033692513089,200.65020029336148
20241031,87,30,461,18,710,79.35182679295337,66.39540473487082,564.2527684721758
20241031,600,30,403,15,942,27.087382743725197,135.67640233859908,779.2362149176757
20241031,221,30,615,20,744,26.686508225840974,92.26556020943345,625.0479315647256
20241031,553,30,604,2,400,15.880058147279144,40.651052068263006,343.4688897844579
20241031,941,30,811,16,231,5.160135204772037,30.736628085209787,195.10323671001817
20241031,790,30,708,7,216,9.31299541679621,11.327754307453963,195.35925027574982
20241031,966,30,315,3,493,23.635417222469833,42.865880987161106,426.49870179036907
20241031,94,30,946,5,497,25.608508306204467,39.6495334195042,431.74195827429133
20241031,496,30,471,20,874,93.17885311427332,120.38578496236521,660.4353619233615
20241031,89,30,771,4,210,22.870123098087202,16.357782873246748,170.77209402866606
20241031,100,30,48,6,343,49.11177006691772,34.50422608796891,259.3840038451134
20241031,894,30,346,12,536,47.795568008401,37.763806940377144,450.44062505122184
20241031,798,30,488,19,534,73.97607138745963,45.64946432224898,414.37446429029137
20241031,893,30,816,8,851,56.018031888347444,49.63917127414701,745.3427968375056
20241031,345,30,589,7,180,17.4287058964535,15.95972087806288,146.61157322548362
20241031,860,30,133,15,338,21.96878718554403,35.056460462467435,280.9747523519885
20241031,461,30,556,4,967,41.919949676863816,75.61870892111654,849.4613414020197
20241031,989,30,336,8,112,9.096537289776665,15.027101130082581,87.87636158014075
20241031,752,30,505,8,829,75.97667698688691,123.79469964514129,629.2286233679717
20241031,493,30,839,19,265,23.673770953119625,13.64374277572032,227.68248627116006
20241031,245,30,914,12,821,122.8038404142437,68.44491606374548,629.7512435220108
20241031,614,30,376,5,120,6.353989123456858,7.3985455628094865,106.24746531373366
20241031,928,30,147,6,145,14.34343245650564,12.47175037976061,118.18481716373375
20241031,228,30,11,9,222,6.43499200259001,33.143929989403105,182.42107800800687
20241031,922,30,121,4,367,15.200013320808646,19.7208818928072,332.07910478638416
20241031,656,30,662,6,711,58.803765097965176,94.41313921021069,557.7830956918242
20241031,676,30,692,8,268,8.727838927456597,39.11049627888189,220.16166479366152
20241031,239,30,597,12,949,114.85318163289794,63.87772458284356,770.2690937842585
20241031,619,30,855,17,720,54.48812152989769,73.04501648766906,592.4668619824332
20241031,196,30,303,19,124,3.7753908590425374,14.920881296103694,105.30372784485377
20241031,770,30,817,12,271,37.36622850602089,17.327760360007396,216.3060111339717
20241031,107,30,843,16,496,62.00445315943175,28.633183939618057,405.3623629009502
20241031,879,30,223,18,896,40.89253486758378,78.20992099229044,776.8975441401258
20241031,620,30,776,9,993,94.41729312642707,101.95900256985422,796.6237043037187
20241031,344,30,846,15,497,12.443690674074825,57.08722220633078,427.4690871195944
20241031,631,30,849,11,758,102.46005370023305,81.19137574269806,574.3485705570689
20241031,706,30,222,5,753,35.826122990159625,100.91287177591052,616.2610052339298
20241031,13,30,306,9,181,18.42059368754289,23.257963933275057,139.32144237918206
20241031,766,30,614,11,312,45.487906768109966,31.940552422994408,234.57154080889563
