DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20241031,828,47,134,14,638,42.947574658974986,45.63815381721081,549.4142715238143
20241031,514,47,295,7,584,75.953757582964,69.62297478913536,438.42326762790066
20241031,966,47,955,16,776,86.19759987652941,45.01182646803224,644.7905736554384
20241031,695,47,816,9,976,91.7104292680083,135.90765367495845,748.3819170570332
20241031,190,47,27,3,514,22.35625812266164,75.2235683500985,416.42017352723985
20241031,638,47,794,10,395,11.808382921713841,54.69856026660808,328.4930568116781
20241031,709,47,440,7,196,25.603454697290232,25.3798527751436,145.01669252756616
20241031,340,47,143,14,624,26.250704845446336,67.88023606547928,529.8690590890744
20241031,723,47,942,10,138,18.892122015760226,11.467063052529369,107.64081493171041
20241031,103,47,769,20,496,64.3544344481151,65.49222953282984,366.1533360190551
20241031,63,47,386,10,457,35.77594904886267,49.11640281962997,372.10764813150735
20241031,880,47,201,10,908,111.69086259976878,46.952762359177214,749.356375041054
20241031,758,47,832,12,654,36.51066707449399,38.61734497838365,578.8719879471223
20241031,299,47,564,15,712,58.44469955750532,91.54220935524057,562.0130910872541
20241031,531,47,204,15,806,88.99859989763014,95.75104430921479,621.250355793155
20241031,500,47,42,18,815,36.82561547058498,66.78315606214973,711.3912284672653
20241031,396,47,623,11,437,15.797731291595365,27.34945859457005,393.8528101138346
20241031,612,47,752,13,585,63.79790012757208,55.524167272295976,465.67793260013195
20241031,264,47,571,7,687,96.67842860933897,97.98247559660116,492.33909579405986
20241031,424,47,736,9,981,95.06376862694093,88.92148472216769,797.0147466508913
20241031,412,47,57,16,572,23.01909394087465,67.72655425735452,481.25435180177084
20241031,84,47,185,10,188,19.461156898638773,24.679195138889455,143.85964796247177
20241031,329,47,4,17,485,19.726724638731913,29.114205342072058,436.159070019196
20241031,858,47,361,8,388,24.25571864681141,53.84379102471816,309.9004903284704
20241031,774,47,294,13,586,77.53961429526761,42.06824495868368,466.3921407460487
20241031,551,47,556,17,228,29.56622277610683,21.00041880725834,177.43335841663483
20241031,974,47,945,12,777,28.73414126381417,55.349243797938335,692.9166149382474
20241031,9,47,967,5,732,40.48149953520701,57.17824344989538,634.3402570148976
20241031,9,47,291,14,738,44.616718300138785,94.55264984051564,598.8306318593455
20241031,880,47,449,14,658,46.99487031848294,39.498639817193656,571.5064898643234
20241031,729,47,742,17,256,5.816481055827131,24.092003752776378,226.0915151913965
20241031,806,47,252,19,647,81.12169617605525,75.99059598755404,489.8877078363907
20241031,49,47,583,12,183,25.688051291423292,17.316879583116165,139.99506912546053
20241031,713,47,422,12,341,17.791475587620457,20.979444705287836,302.2290797070917
